P_File,TF_File
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-01.basic.20211116T145512Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211116T145512Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-02.basic.20211116T150928Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211116T150928Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-03.basic.20211116T144435Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211116T144435Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-04.basic.20211116T144302Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20211116T144302Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-05.basic.20211116T144114Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20211116T144114Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-06.basic.20211116T143514Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211116T143514Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-07.basic.20211116T143620Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211116T143620Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-08.basic.20210922T175745Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175745Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-09.basic.20211004T163353Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T163353Z
NEON.D02.BLAN.DP1.00006.001.000.040.030.SECPRE_30min.2021-10.basic.20211105T200037Z,NEON.D02.BLAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T200037Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20211020T144402Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211020T144402Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20211020T144421Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211020T144421Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20211020T144417Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211020T144417Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210513T203649Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210513T203649Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T173937Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T173937Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210922T175749Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210922T175749Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20210922T175747Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210922T175747Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210922T175825Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175825Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T182429Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T182429Z
NEON.D02.SCBI.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T193723Z,NEON.D02.SCBI.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T193723Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20211116T150152Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211116T150152Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20211116T144528Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211116T144528Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20211116T153021Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20211116T153021Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20211116T150558Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20211116T150558Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20211116T143619Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20211116T143619Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20211116T151205Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20211116T151205Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211116T150447Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211116T150447Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210907T143158Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T143158Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T175832Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T175832Z
NEON.D02.SERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T182550Z,NEON.D02.SERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T182550Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-01.basic.20210319T165912Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T165912Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-02.basic.20210319T165752Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210319T165752Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-03.basic.20210404T194843Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T194843Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-04.basic.20210504T172754Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T172754Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-05.basic.20210602T172807Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T172807Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-06.basic.20210720T211805Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210720T211805Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-07.basic.20210804T165748Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210804T165748Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-08.basic.20210922T175726Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175726Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-09.basic.20211004T164613Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T164613Z
NEON.D03.DSNY.DP1.00006.001.000.040.030.SECPRE_30min.2021-10.basic.20211105T192840Z,NEON.D03.DSNY.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T192840Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T165244Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T165244Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210319T165142Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210319T165142Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210426T161414Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210426T161414Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T164000Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T164000Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T182250Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T182250Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210712T212442Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T212442Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20210804T143017Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210804T143017Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210907T162722Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T162722Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T193428Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T193428Z
NEON.D03.JERC.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T201930Z,NEON.D03.JERC.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T201930Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210722T133602Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210722T133602Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210722T141541Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210722T141541Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210722T132813Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210722T132813Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210507T165430Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210507T165430Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T152947Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T152947Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210722T133210Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210722T133210Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20210922T175726Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210922T175726Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210922T175807Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175807Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T191632Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T191632Z
NEON.D03.OSBS.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T180152Z,NEON.D03.OSBS.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T180152Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-01.basic.20210309T173727Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210309T173727Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-02.basic.20210309T173629Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210309T173629Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-03.basic.20210404T195557Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T195557Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-04.basic.20210504T180446Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T180446Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-05.basic.20210614T195807Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210614T195807Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-06.basic.20210712T201749Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T201749Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-07.basic.20210804T170544Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210804T170544Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-08.basic.20210907T160519Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T160519Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-09.basic.20211011T154050Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211011T154050Z
NEON.D04.GUAN.DP1.00006.001.000.050.030.SECPRE_30min.2021-10.basic.20211105T195927Z,NEON.D04.GUAN.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T195927Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T185921Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T185921Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210315T172241Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T172241Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210404T181549Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T181549Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T155653Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T155653Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T173753Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T173753Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210712T203259Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T203259Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211020T144357Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211020T144357Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210922T175744Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175744Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T164232Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T164232Z
NEON.D05.STEI.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T183423Z,NEON.D05.STEI.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T183423Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T195429Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T195429Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210315T172746Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T172746Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210404T181647Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T181647Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T172116Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T172116Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T174913Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T174913Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210712T225746Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T225746Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211020T144548Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211020T144548Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210922T175726Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210922T175726Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211102T181013Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211102T181013Z
NEON.D05.TREE.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T180711Z,NEON.D05.TREE.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T180711Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T203420Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T203420Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210315T170008Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T170008Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210404T181427Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T181427Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T175935Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T175935Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T154758Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T154758Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210722T132659Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210722T132659Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20211020T144421Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20211020T144421Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210907T161616Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T161616Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211116T144525Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211116T144525Z
NEON.D05.UNDE.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T192004Z,NEON.D05.UNDE.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T192004Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-01.basic.20210312T191337Z,NEON.D06.KONZ.DP1.00006.001.002.000.030.THRPRE_30min.2021-01.basic.20210312T191337Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-02.basic.20210312T202413Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210312T202413Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-03.basic.20210404T194156Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T194156Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-04.basic.20210504T174145Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T174145Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-05.basic.20210602T180918Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T180918Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-06.basic.20210712T214633Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T214633Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-07.basic.20210804T151400Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210804T151400Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-08.basic.20210907T145022Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T145022Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-09.basic.20211004T184401Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T184401Z
NEON.D06.KONZ.DP1.00006.001.900.000.030.PRIPRE_30min.2021-10.basic.20211105T184951Z,NEON.D06.KONZ.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T184951Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20210319T203241Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20210319T203241Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20210315T183605Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20210315T183605Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-03.basic.20210404T181805Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-03.basic.20210404T181805Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-04.basic.20210504T174300Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-04.basic.20210504T174300Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-05.basic.20210602T182519Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-05.basic.20210602T182519Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-06.basic.20210712T230321Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-06.basic.20210712T230321Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-07.basic.20210816T164310Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-07.basic.20210816T164310Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-08.basic.20210907T160353Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-08.basic.20210907T160353Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-09.basic.20211004T181614Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-09.basic.20211004T181614Z
NEON.D06.UKFS.DP1.00006.001.000.060.030.SECPRE_30min.2021-10.basic.20211105T175342Z,NEON.D06.UKFS.DP1.00006.001.001.000.030.THRPRE_30min.2021-10.basic.20211105T175342Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-01.basic.20211116T145115Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-01.basic.20211116T145115Z
NEON.D07.GRSM.DP1.00006.001.000.060.030.SECPRE_30min.2021-02.basic.20211116T144851Z,NEON.D07.GRSM.DP1.00006.001.001.000.030.THRPRE_30min.2021-02.basic.20211116T144851Z
